"","toa","thr"
"6587","Late Majority","Very Low Thresh."
"6588","Laggards","Very Low Thresh."
"6589","Non-Adopters","Non-Adopters"
"6590","Early Majority","Low Thresh."
"6591","Late Majority","Very Low Thresh."
"6592","Laggards","High Thresh."
"6593","Early Adopters","Very Low Thresh."
"6594","Late Majority","High Thresh."
"6595","Non-Adopters","Non-Adopters"
"6596","Non-Adopters","Non-Adopters"
"6597","Early Adopters","High Thresh."
"6598","Non-Adopters","Non-Adopters"
"6599","Non-Adopters","Non-Adopters"
"6600","Early Majority","High Thresh."
"6601","Early Majority","High Thresh."
"6602","Non-Adopters","Non-Adopters"
"6603","Non-Adopters","Non-Adopters"
"6604","Late Majority","Very Low Thresh."
"6605","Early Majority","High Thresh."
"6606","Laggards","Very Low Thresh."
"6607","Early Adopters","Low Thresh."
"6608","Laggards","High Thresh."
"6609","Non-Adopters","Non-Adopters"
"6610","Late Majority","High Thresh."
"6611","Late Majority","High Thresh."
"6612","Late Majority","Very Low Thresh."
"6613","Laggards","Low Thresh."
"6614","Non-Adopters","Non-Adopters"
"6615","Late Majority","Very Low Thresh."
"6616","Non-Adopters","Non-Adopters"
"6617","Early Majority","High Thresh."
"6618","Non-Adopters","Non-Adopters"
"6619","Early Majority","High Thresh."
"6620","Non-Adopters","Non-Adopters"
"6621","Non-Adopters","Non-Adopters"
"6622","Laggards","Very Low Thresh."
"6623","Early Adopters","Very Low Thresh."
"6624","Late Majority","Very Low Thresh."
"6625","Late Majority","Low Thresh."
"6626","Early Adopters","High Thresh."
"6627","Late Majority","Very Low Thresh."
"6628","Non-Adopters","Non-Adopters"
"6629","Laggards","High Thresh."
"6630","Early Majority","Very Low Thresh."
"6631","Late Majority","Very Low Thresh."
"6632","Early Majority","High Thresh."
"6633","Late Majority","High Thresh."
"6634","Late Majority","High Thresh."
"6635","Late Majority","High Thresh."
"6636","Early Majority","High Thresh."
"6637","Late Majority","High Thresh."
"6638","Early Majority","High Thresh."
"6639","Late Majority","High Thresh."
"6640","Late Majority","High Thresh."
"6641","Non-Adopters","Non-Adopters"
"6642","Late Majority","Very Low Thresh."
"6643","Laggards","High Thresh."
"6644","Late Majority","High Thresh."
"6645","Laggards","Low Thresh."
"6646","Late Majority","Very Low Thresh."
"6647","Late Majority","Very Low Thresh."
"6648","Non-Adopters","Non-Adopters"
"6649","Non-Adopters","Non-Adopters"
"6650","Early Majority","High Thresh."
"6651","Early Adopters","High Thresh."
"6652","Early Majority","Very Low Thresh."
"6653","Late Majority","High Thresh."
"6654","Late Majority","High Thresh."
"6655","Early Adopters","High Thresh."
"6656","Early Adopters","Very Low Thresh."
"6657","Laggards","Low Thresh."
"6658","Early Adopters","Low Thresh."
"6659","Early Majority","Very Low Thresh."
"6660","Laggards","Low Thresh."
"6661","Early Adopters","High Thresh."
"6662","Early Majority","Low Thresh."
"6663","Late Majority","High Thresh."
"6664","Early Majority","High Thresh."
"6665","Late Majority","High Thresh."
"6666","Non-Adopters","Non-Adopters"
"6667","Early Adopters","High Thresh."
"6668","Non-Adopters","Non-Adopters"
"6669","Laggards","High Thresh."
"6670","Non-Adopters","Non-Adopters"
"6671","Early Adopters","High Thresh."
"6672","Non-Adopters","Non-Adopters"
"6673","Early Adopters","Very Low Thresh."
"6674","Late Majority","High Thresh."
"6675","Non-Adopters","Non-Adopters"
"6676","Late Majority","High Thresh."
"6677","Late Majority","High Thresh."
"6678","Non-Adopters","Non-Adopters"
"6679","Late Majority","Very Low Thresh."
"6680","Non-Adopters","Non-Adopters"
"6681","Non-Adopters","Non-Adopters"
"6682","Early Majority","High Thresh."
"6683","Late Majority","High Thresh."
"6684","Early Majority","Very Low Thresh."
"6685","Early Adopters","Low Thresh."
"6686","Non-Adopters","Non-Adopters"
"6687","Laggards","High Thresh."
"6688","Early Majority","High Thresh."
"6689","Late Majority","High Thresh."
"6690","Early Majority","High Thresh."
"6691","Late Majority","High Thresh."
"6692","Early Majority","High Thresh."
"6693","Non-Adopters","Non-Adopters"
"6694","Late Majority","High Thresh."
"6695","Late Majority","Very Low Thresh."
"6696","Early Adopters","Very Low Thresh."
"6697","Late Majority","Very Low Thresh."
"6698","Early Adopters","Very Low Thresh."
"6699","Late Majority","Very Low Thresh."
"6700","Non-Adopters","Non-Adopters"
"6701","Non-Adopters","Non-Adopters"
"6702","Late Majority","High Thresh."
"6703","Late Majority","Very Low Thresh."
"6704","Early Majority","Low Thresh."
"6705","Early Majority","High Thresh."
"6706","Early Adopters","High Thresh."
"6707","Non-Adopters","Non-Adopters"
"6708","Laggards","High Thresh."
"6709","Non-Adopters","Non-Adopters"
"6710","Late Majority","High Thresh."
"6711","Early Majority","Low Thresh."
"6712","Non-Adopters","Non-Adopters"
"6713","Late Majority","High Thresh."
"6714","Early Majority","Very Low Thresh."
"6715","Non-Adopters","Non-Adopters"
"6716","Non-Adopters","Non-Adopters"
"6717","Early Adopters","Low Thresh."
"6718","Non-Adopters","Non-Adopters"
"6719","Laggards","Very Low Thresh."
"6720","Late Majority","High Thresh."
"6721","Non-Adopters","Non-Adopters"
"6722","Late Majority","Very Low Thresh."
"6723","Early Majority","High Thresh."
"6724","Non-Adopters","Non-Adopters"
"6725","Late Majority","High Thresh."
"6726","Non-Adopters","Non-Adopters"
"6727","Non-Adopters","Non-Adopters"
"6728","Early Majority","High Thresh."
"6729","Early Adopters","Low Thresh."
"6730","Non-Adopters","Non-Adopters"
"6731","Non-Adopters","Non-Adopters"
"6732","Laggards","High Thresh."
"6733","Late Majority","High Thresh."
"6734","Early Majority","High Thresh."
"6735","Early Adopters","High Thresh."
"6736","Non-Adopters","Non-Adopters"
"6737","Early Majority","Low Thresh."
"6738","Early Adopters","High Thresh."
"6739","Non-Adopters","Non-Adopters"
"6740","Early Majority","High Thresh."
"6741","Early Majority","High Thresh."
"6742","Early Majority","High Thresh."
"6743","Non-Adopters","Non-Adopters"
"6744","Laggards","Very Low Thresh."
"6745","Late Majority","High Thresh."
"6746","Non-Adopters","Non-Adopters"
"6747","Laggards","High Thresh."
"6748","Late Majority","Low Thresh."
"6749","Late Majority","Low Thresh."
"6750","Non-Adopters","Non-Adopters"
"6751","Late Majority","High Thresh."
"6752","Early Majority","Very Low Thresh."
"6753","Early Majority","High Thresh."
"6754","Late Majority","High Thresh."
"6755","Late Majority","High Thresh."
"6756","Non-Adopters","Non-Adopters"
"6757","Late Majority","High Thresh."
"6758","Late Majority","Very Low Thresh."
"6759","Early Adopters","Low Thresh."
"6760","Non-Adopters","Non-Adopters"
"6761","Late Majority","Very Low Thresh."
"6762","Laggards","Low Thresh."
"6763","Early Majority","Very Low Thresh."
"6764","Non-Adopters","Non-Adopters"
"6765","Early Majority","High Thresh."
"6766","Late Majority","High Thresh."
"6767","Early Adopters","Low Thresh."
"6768","Non-Adopters","Non-Adopters"
"6769","Early Adopters","High Thresh."
"6770","Late Majority","High Thresh."
"6771","Non-Adopters","Non-Adopters"
"6772","Early Adopters","High Thresh."
"6773","Non-Adopters","Non-Adopters"
"6774","Non-Adopters","Non-Adopters"
"6775","Laggards","High Thresh."
"6776","Non-Adopters","Non-Adopters"
"6777","Laggards","High Thresh."
"6778","Laggards","High Thresh."
"6779","Early Adopters","Very Low Thresh."
"6780","Late Majority","High Thresh."
"6781","Late Majority","High Thresh."
"6782","Late Majority","High Thresh."
"6783","Early Majority","High Thresh."
"6784","Laggards","High Thresh."
"6785","Non-Adopters","Non-Adopters"
"6786","Late Majority","High Thresh."
"6787","Early Adopters","High Thresh."
"6788","Late Majority","Very Low Thresh."
"6789","Late Majority","High Thresh."
"6790","Non-Adopters","Non-Adopters"
"6791","Late Majority","Low Thresh."
"6792","Non-Adopters","Non-Adopters"
"6793","Laggards","Low Thresh."
"6794","Late Majority","Very Low Thresh."
"6795","Early Adopters","Very Low Thresh."
"6796","Laggards","High Thresh."
"6797","Laggards","High Thresh."
"6798","Non-Adopters","Non-Adopters"
"6799","Laggards","Very Low Thresh."
"6800","Early Adopters","Very Low Thresh."
"6801","Non-Adopters","Non-Adopters"
"6802","Non-Adopters","Non-Adopters"
"6803","Non-Adopters","Non-Adopters"
"6804","Early Majority","High Thresh."
"6805","Non-Adopters","Non-Adopters"
"6806","Non-Adopters","Non-Adopters"
"6807","Non-Adopters","Non-Adopters"
"6808","Late Majority","High Thresh."
"6809","Early Adopters","Low Thresh."
"6810","Late Majority","High Thresh."
"6811","Late Majority","Low Thresh."
"6812","Non-Adopters","Non-Adopters"
"6813","Non-Adopters","Non-Adopters"
"6814","Non-Adopters","Non-Adopters"
"6815","Non-Adopters","Non-Adopters"
"6816","Non-Adopters","Non-Adopters"
"6817","Non-Adopters","Non-Adopters"
"6818","Late Majority","Very Low Thresh."
"6819","Non-Adopters","Non-Adopters"
"6820","Late Majority","High Thresh."
"6821","Late Majority","High Thresh."
"6822","Early Majority","High Thresh."
"6823","Early Adopters","Low Thresh."
"6824","Non-Adopters","Non-Adopters"
"6825","Non-Adopters","Non-Adopters"
"6826","Non-Adopters","Non-Adopters"
"6827","Late Majority","High Thresh."
"6828","Non-Adopters","Non-Adopters"
"6829","Early Majority","High Thresh."
"6830","Non-Adopters","Non-Adopters"
"6831","Non-Adopters","Non-Adopters"
"6832","Non-Adopters","Non-Adopters"
"6833","Early Majority","Low Thresh."
"6834","Non-Adopters","Non-Adopters"
"6835","Late Majority","Very Low Thresh."
"6836","Late Majority","High Thresh."
"6837","Laggards","High Thresh."
"6838","Laggards","Low Thresh."
"6839","Non-Adopters","Non-Adopters"
"6840","Late Majority","Very Low Thresh."
"6841","Non-Adopters","Non-Adopters"
"6842","Non-Adopters","Non-Adopters"
"6843","Laggards","High Thresh."
"6844","Non-Adopters","Non-Adopters"
"6845","Non-Adopters","Non-Adopters"
"6846","Late Majority","Very Low Thresh."
"6847","Laggards","Low Thresh."
"6848","Non-Adopters","Non-Adopters"
"6849","Non-Adopters","Non-Adopters"
"6850","Late Majority","High Thresh."
"6851","Non-Adopters","Non-Adopters"
"6852","Late Majority","Very Low Thresh."
"6853","Non-Adopters","Non-Adopters"
"6854","Non-Adopters","Non-Adopters"
"6855","Late Majority","Low Thresh."
"6856","Non-Adopters","Non-Adopters"
"6857","Non-Adopters","Non-Adopters"
"6858","Non-Adopters","Non-Adopters"
"6859","Non-Adopters","Non-Adopters"
"6860","Late Majority","High Thresh."
"6861","Non-Adopters","Non-Adopters"
"6862","Laggards","High Thresh."
"6863","Non-Adopters","Non-Adopters"
"6864","Non-Adopters","Non-Adopters"
"6865","Non-Adopters","Non-Adopters"
"6866","Non-Adopters","Non-Adopters"
"6867","Late Majority","Very Low Thresh."
"6868","Early Majority","High Thresh."
"6869","Non-Adopters","Non-Adopters"
"6870","Non-Adopters","Non-Adopters"
"6871","Early Majority","High Thresh."
"6872","Non-Adopters","Non-Adopters"
"6873","Non-Adopters","Non-Adopters"
"6874","Non-Adopters","Non-Adopters"
"6875","Late Majority","Very Low Thresh."
"6876","Non-Adopters","Non-Adopters"
"6877","Non-Adopters","Non-Adopters"
"6878","Early Majority","Very Low Thresh."
"6879","Non-Adopters","Non-Adopters"
"6880","Late Majority","High Thresh."
"6881","Laggards","High Thresh."
"6882","Non-Adopters","Non-Adopters"
"6883","Early Adopters","Low Thresh."
"6884","Early Majority","High Thresh."
"6885","Non-Adopters","Non-Adopters"
"6886","Non-Adopters","Non-Adopters"
"6887","Non-Adopters","Non-Adopters"
"6888","Non-Adopters","Non-Adopters"
"6889","Non-Adopters","Non-Adopters"
"6890","Non-Adopters","Non-Adopters"
"6891","Non-Adopters","Non-Adopters"
"6892","Early Majority","High Thresh."
"6893","Early Majority","High Thresh."
"6894","Non-Adopters","Non-Adopters"
"6895","Laggards","High Thresh."
"6896","Early Adopters","High Thresh."
"6897","Late Majority","Very Low Thresh."
"6898","Early Majority","Low Thresh."
"6899","Late Majority","Low Thresh."
"6900","Early Majority","High Thresh."
"6901","Non-Adopters","Non-Adopters"
"6902","Non-Adopters","Non-Adopters"
"6903","Early Majority","High Thresh."
"6904","Non-Adopters","Non-Adopters"
"6905","Non-Adopters","Non-Adopters"
"6906","Early Majority","High Thresh."
"6907","Laggards","High Thresh."
"6908","Non-Adopters","Non-Adopters"
"6909","Laggards","High Thresh."
"6910","Non-Adopters","Non-Adopters"
"6911","Late Majority","High Thresh."
"6912","Non-Adopters","Non-Adopters"
"6913","Non-Adopters","Non-Adopters"
"6914","Laggards","High Thresh."
"6915","Laggards","High Thresh."
"6916","Late Majority","High Thresh."
"6917","Late Majority","Low Thresh."
"6918","Late Majority","High Thresh."
"6919","Non-Adopters","Non-Adopters"
"6920","Laggards","High Thresh."
"6921","Late Majority","Very Low Thresh."
"6922","Non-Adopters","Non-Adopters"
"6923","Laggards","Low Thresh."
"6924","Non-Adopters","Non-Adopters"
"6925","Non-Adopters","Non-Adopters"
"6926","Laggards","High Thresh."
"6927","Late Majority","Very Low Thresh."
"6928","Laggards","High Thresh."
"6929","Non-Adopters","Non-Adopters"
"6930","Non-Adopters","Non-Adopters"
"6931","Late Majority","High Thresh."
"6932","Late Majority","High Thresh."
"6933","Late Majority","High Thresh."
"6934","Late Majority","High Thresh."
"6935","Early Adopters","Very Low Thresh."
"6936","Non-Adopters","Non-Adopters"
"6937","Non-Adopters","Non-Adopters"
"6938","Non-Adopters","Non-Adopters"
"6939","Non-Adopters","Non-Adopters"
"6940","Non-Adopters","Non-Adopters"
"6941","Non-Adopters","Non-Adopters"
"6942","Laggards","Very Low Thresh."
"6943","Non-Adopters","Non-Adopters"
"6944","Non-Adopters","Non-Adopters"
"6945","Non-Adopters","Non-Adopters"
"6946","Late Majority","Very Low Thresh."
"6947","Non-Adopters","Non-Adopters"
"6948","Laggards","Very Low Thresh."
"6949","Late Majority","High Thresh."
"6950","Non-Adopters","Non-Adopters"
"6951","Non-Adopters","Non-Adopters"
"6952","Non-Adopters","Non-Adopters"
"6953","Early Majority","Low Thresh."
"6954","Laggards","Low Thresh."
"6955","Laggards","High Thresh."
"6956","Laggards","High Thresh."
"6957","Non-Adopters","Non-Adopters"
"6958","Non-Adopters","Non-Adopters"
"6959","Early Majority","High Thresh."
"6960","Early Majority","Very Low Thresh."
"6961","Laggards","Low Thresh."
"6962","Non-Adopters","Non-Adopters"
"6963","Late Majority","High Thresh."
"6964","Early Adopters","High Thresh."
"6965","Late Majority","High Thresh."
"6966","Late Majority","Low Thresh."
"6967","Late Majority","High Thresh."
"6968","Early Majority","Very Low Thresh."
"6969","Late Majority","High Thresh."
"6970","Late Majority","High Thresh."
"6971","Non-Adopters","Non-Adopters"
"6972","Late Majority","Low Thresh."
"6973","Late Majority","High Thresh."
"6974","Late Majority","Low Thresh."
"6975","Late Majority","High Thresh."
"6976","Late Majority","Low Thresh."
"6977","Non-Adopters","Non-Adopters"
"6978","Late Majority","Very Low Thresh."
"6979","Early Majority","High Thresh."
"6980","Non-Adopters","Non-Adopters"
"6981","Non-Adopters","Non-Adopters"
"6982","Non-Adopters","Non-Adopters"
"6983","Late Majority","Very Low Thresh."
"6984","Early Majority","High Thresh."
"6985","Non-Adopters","Non-Adopters"
"6986","Late Majority","High Thresh."
"6987","Late Majority","Low Thresh."
"6988","Early Adopters","Low Thresh."
"6989","Late Majority","High Thresh."
"6990","Non-Adopters","Non-Adopters"
"6991","Non-Adopters","Non-Adopters"
"6992","Laggards","Low Thresh."
"6993","Non-Adopters","Non-Adopters"
"6994","Late Majority","High Thresh."
"6995","Non-Adopters","Non-Adopters"
"6996","Late Majority","High Thresh."
"6997","Late Majority","High Thresh."
"6998","Laggards","Very Low Thresh."
"6999","Early Majority","High Thresh."
"7000","Late Majority","High Thresh."
"7001","Late Majority","Very Low Thresh."
"7002","Late Majority","High Thresh."
"7003","Non-Adopters","Non-Adopters"
"7004","Non-Adopters","Non-Adopters"
"7005","Non-Adopters","Non-Adopters"
"7006","Late Majority","Low Thresh."
"7007","Laggards","High Thresh."
"7008","Early Majority","Very Low Thresh."
"7009","Non-Adopters","Non-Adopters"
"7010","Late Majority","High Thresh."
"7011","Non-Adopters","Non-Adopters"
"7012","Late Majority","High Thresh."
"7013","Laggards","High Thresh."
"7014","Laggards","High Thresh."
"7015","Non-Adopters","Non-Adopters"
"7016","Laggards","Low Thresh."
"7017","Non-Adopters","Non-Adopters"
"7018","Non-Adopters","Non-Adopters"
"7019","Non-Adopters","Non-Adopters"
"7020","Laggards","High Thresh."
"7021","Non-Adopters","Non-Adopters"
"7022","Early Adopters","High Thresh."
"7023","Early Majority","High Thresh."
"7024","Late Majority","Very Low Thresh."
"7025","Non-Adopters","Non-Adopters"
"7026","Early Majority","High Thresh."
"7027","Early Adopters","Very Low Thresh."
"7028","Late Majority","High Thresh."
"7029","Non-Adopters","Non-Adopters"
"7030","Laggards","High Thresh."
"7031","Laggards","High Thresh."
"7032","Early Majority","High Thresh."
"7033","Non-Adopters","Non-Adopters"
"7034","Early Majority","High Thresh."
"7035","Non-Adopters","Non-Adopters"
"7036","Non-Adopters","Non-Adopters"
"7037","Late Majority","Very Low Thresh."
"7038","Non-Adopters","Non-Adopters"
"7039","Non-Adopters","Non-Adopters"
"7040","Non-Adopters","Non-Adopters"
"7041","Late Majority","Very Low Thresh."
"7042","Laggards","Low Thresh."
"7043","Late Majority","Low Thresh."
"7044","Non-Adopters","Non-Adopters"
"7045","Non-Adopters","Non-Adopters"
"7046","Non-Adopters","Non-Adopters"
"7047","Late Majority","Very Low Thresh."
"7048","Non-Adopters","Non-Adopters"
"7049","Non-Adopters","Non-Adopters"
"7050","Laggards","Low Thresh."
"7051","Late Majority","High Thresh."
"7052","Laggards","Low Thresh."
"7053","Late Majority","Low Thresh."
"7054","Non-Adopters","Non-Adopters"
"7055","Laggards","High Thresh."
"7056","Late Majority","Low Thresh."
"7057","Late Majority","Very Low Thresh."
"7058","Early Majority","Low Thresh."
"7059","Early Majority","Low Thresh."
"7060","Late Majority","Very Low Thresh."
"7061","Non-Adopters","Non-Adopters"
"7062","Late Majority","Low Thresh."
"7063","Late Majority","High Thresh."
"7064","Non-Adopters","Non-Adopters"
"7065","Non-Adopters","Non-Adopters"
"7066","Non-Adopters","Non-Adopters"
"7067","Laggards","High Thresh."
"7068","Late Majority","Very Low Thresh."
"7069","Non-Adopters","Non-Adopters"
"7070","Non-Adopters","Non-Adopters"
"7071","Non-Adopters","Non-Adopters"
"7072","Non-Adopters","Non-Adopters"
"7073","Non-Adopters","Non-Adopters"
"7074","Non-Adopters","Non-Adopters"
"7075","Non-Adopters","Non-Adopters"
"7076","Laggards","High Thresh."
"7077","Late Majority","Low Thresh."
"7078","Non-Adopters","Non-Adopters"
"7079","Non-Adopters","Non-Adopters"
"7080","Non-Adopters","Non-Adopters"
"7081","Late Majority","High Thresh."
"7082","Non-Adopters","Non-Adopters"
"7083","Early Majority","Low Thresh."
"7084","Non-Adopters","Non-Adopters"
"7085","Non-Adopters","Non-Adopters"
"7086","Non-Adopters","Non-Adopters"
"7087","Non-Adopters","Non-Adopters"
"7088","Laggards","High Thresh."
"7089","Late Majority","Very Low Thresh."
"7090","Non-Adopters","Non-Adopters"
"7091","Non-Adopters","Non-Adopters"
"7092","Non-Adopters","Non-Adopters"
"7093","Early Majority","Low Thresh."
"7094","Late Majority","Very Low Thresh."
"7095","Late Majority","Low Thresh."
"7096","Non-Adopters","Non-Adopters"
"7097","Early Majority","High Thresh."
"7098","Non-Adopters","Non-Adopters"
"7099","Late Majority","High Thresh."
"7100","Early Majority","High Thresh."
"7101","Laggards","High Thresh."
"7102","Late Majority","High Thresh."
"7103","Laggards","Very Low Thresh."
"7104","Late Majority","High Thresh."
"7105","Early Majority","High Thresh."
"7106","Early Majority","High Thresh."
"7107","Non-Adopters","Non-Adopters"
"7108","Non-Adopters","Non-Adopters"
"7109","Non-Adopters","Non-Adopters"
"7110","Non-Adopters","Non-Adopters"
"7111","Non-Adopters","Non-Adopters"
"7112","Late Majority","High Thresh."
"7113","Early Adopters","High Thresh."
"7114","Non-Adopters","Non-Adopters"
"7115","Non-Adopters","Non-Adopters"
"7116","Late Majority","Very Low Thresh."
"7117","Late Majority","High Thresh."
"7118","Early Adopters","Very Low Thresh."
"7119","Early Adopters","Low Thresh."
"7120","Non-Adopters","Non-Adopters"
"7121","Non-Adopters","Non-Adopters"
"7122","Late Majority","Very Low Thresh."
"7123","Non-Adopters","Non-Adopters"
"7124","Non-Adopters","Non-Adopters"
"7125","Non-Adopters","Non-Adopters"
"7126","Non-Adopters","Non-Adopters"
"7127","Late Majority","Low Thresh."
"7128","Early Majority","High Thresh."
"7129","Late Majority","High Thresh."
"7130","Laggards","High Thresh."
"7131","Laggards","High Thresh."
"7132","Non-Adopters","Non-Adopters"
"7133","Non-Adopters","Non-Adopters"
"7134","Laggards","High Thresh."
"7135","Non-Adopters","Non-Adopters"
"7136","Laggards","High Thresh."
"7137","Non-Adopters","Non-Adopters"
"7138","Non-Adopters","Non-Adopters"
"7139","Non-Adopters","Non-Adopters"
"7140","Late Majority","High Thresh."
"7141","Laggards","High Thresh."
"7142","Non-Adopters","Non-Adopters"
"7143","Non-Adopters","Non-Adopters"
"7144","Late Majority","Low Thresh."
"7145","Early Majority","High Thresh."
"7146","Late Majority","High Thresh."
"7147","Non-Adopters","Non-Adopters"
"7148","Non-Adopters","Non-Adopters"
"7149","Non-Adopters","Non-Adopters"
"7150","Non-Adopters","Non-Adopters"
"7151","Non-Adopters","Non-Adopters"
"7152","Late Majority","High Thresh."
"7153","Late Majority","High Thresh."
"7154","Non-Adopters","Non-Adopters"
"7155","Non-Adopters","Non-Adopters"
"7156","Early Adopters","High Thresh."
"7157","Non-Adopters","Non-Adopters"
"7158","Late Majority","High Thresh."
"7159","Early Adopters","Low Thresh."
"7160","Late Majority","High Thresh."
"7161","Early Majority","Low Thresh."
"7162","Non-Adopters","Non-Adopters"
"7163","Non-Adopters","Non-Adopters"
"7164","Non-Adopters","Non-Adopters"
"7165","Late Majority","Low Thresh."
"7166","Late Majority","High Thresh."
"7167","Non-Adopters","Non-Adopters"
"7168","Late Majority","High Thresh."
"7169","Non-Adopters","Non-Adopters"
"7170","Laggards","High Thresh."
"7171","Early Majority","Very Low Thresh."
"7172","Non-Adopters","Non-Adopters"
"7173","Non-Adopters","Non-Adopters"
"7174","Non-Adopters","Non-Adopters"
"7175","Non-Adopters","Non-Adopters"
"7176","Laggards","High Thresh."
"7177","Laggards","Low Thresh."
"7178","Non-Adopters","Non-Adopters"
"7179","Late Majority","High Thresh."
"7180","Non-Adopters","Non-Adopters"
"7181","Non-Adopters","Non-Adopters"
"7182","Laggards","High Thresh."
"7183","Non-Adopters","Non-Adopters"
"7184","Non-Adopters","Non-Adopters"
"7185","Late Majority","High Thresh."
"7186","Non-Adopters","Non-Adopters"
"7187","Non-Adopters","Non-Adopters"
"7188","Late Majority","High Thresh."
"7189","Non-Adopters","Non-Adopters"
"7190","Laggards","High Thresh."
"7191","Non-Adopters","Non-Adopters"
"7192","Non-Adopters","Non-Adopters"
"7193","Non-Adopters","Non-Adopters"
"7194","Late Majority","High Thresh."
"7195","Laggards","Very Low Thresh."
"7196","Non-Adopters","Non-Adopters"
"7197","Late Majority","High Thresh."
"7198","Early Majority","Very Low Thresh."
"7199","Late Majority","Low Thresh."
"7200","Non-Adopters","Non-Adopters"
"7201","Early Majority","Low Thresh."
"7202","Non-Adopters","Non-Adopters"
"7203","Early Adopters","Very Low Thresh."
"7204","Late Majority","High Thresh."
"7205","Late Majority","High Thresh."
"7206","Early Majority","Low Thresh."
"7207","Late Majority","Low Thresh."
"7208","Late Majority","Very Low Thresh."
"7209","Early Majority","High Thresh."
"7210","Late Majority","High Thresh."
"7211","Early Majority","High Thresh."
"7212","Late Majority","High Thresh."
"7213","Non-Adopters","Non-Adopters"
"7214","Non-Adopters","Non-Adopters"
"7215","Non-Adopters","Non-Adopters"
"7216","Late Majority","High Thresh."
"7217","Late Majority","High Thresh."
"7218","Laggards","High Thresh."
"7219","Non-Adopters","Non-Adopters"
"7220","Late Majority","Low Thresh."
"7221","Non-Adopters","Non-Adopters"
"7222","Non-Adopters","Non-Adopters"
"7223","Laggards","High Thresh."
"7224","Laggards","High Thresh."
"7225","Late Majority","Low Thresh."
"7226","Early Adopters","High Thresh."
"7227","Non-Adopters","Non-Adopters"
"7228","Non-Adopters","Non-Adopters"
"7229","Non-Adopters","Non-Adopters"
"7230","Laggards","Very Low Thresh."
"7231","Late Majority","Very Low Thresh."
"7232","Early Adopters","High Thresh."
"7233","Early Majority","High Thresh."
"7234","Late Majority","Low Thresh."
"7235","Non-Adopters","Non-Adopters"
"7236","Non-Adopters","Non-Adopters"
"7237","Non-Adopters","Non-Adopters"
"7238","Late Majority","Low Thresh."
"7239","Early Adopters","Low Thresh."
"7240","Non-Adopters","Non-Adopters"
"7241","Late Majority","Very Low Thresh."
"7242","Non-Adopters","Non-Adopters"
"7243","Non-Adopters","Non-Adopters"
"7244","Non-Adopters","Non-Adopters"
"7245","Non-Adopters","Non-Adopters"
"7246","Late Majority","Low Thresh."
"7247","Late Majority","High Thresh."
"7248","Late Majority","High Thresh."
"7249","Non-Adopters","Non-Adopters"
"7250","Non-Adopters","Non-Adopters"
"7251","Non-Adopters","Non-Adopters"
"7252","Laggards","High Thresh."
"7253","Non-Adopters","Non-Adopters"
"7254","Non-Adopters","Non-Adopters"
"7255","Non-Adopters","Non-Adopters"
"7256","Early Majority","Very Low Thresh."
"7257","Late Majority","High Thresh."
"7258","Late Majority","High Thresh."
"7259","Non-Adopters","Non-Adopters"
"7260","Non-Adopters","Non-Adopters"
"7261","Early Majority","Low Thresh."
"7262","Non-Adopters","Non-Adopters"
"7263","Late Majority","High Thresh."
"7264","Non-Adopters","Non-Adopters"
"7265","Non-Adopters","Non-Adopters"
"7266","Non-Adopters","Non-Adopters"
"7267","Early Adopters","High Thresh."
"7268","Laggards","Very Low Thresh."
"7269","Non-Adopters","Non-Adopters"
"7270","Non-Adopters","Non-Adopters"
"7271","Late Majority","High Thresh."
"7272","Laggards","Low Thresh."
"7273","Non-Adopters","Non-Adopters"
"7274","Early Majority","High Thresh."
"7275","Non-Adopters","Non-Adopters"
"7276","Non-Adopters","Non-Adopters"
"7277","Non-Adopters","Non-Adopters"
"7278","Non-Adopters","Non-Adopters"
"7279","Non-Adopters","Non-Adopters"
"7280","Laggards","High Thresh."
"7281","Non-Adopters","Non-Adopters"
"7282","Non-Adopters","Non-Adopters"
"7283","Non-Adopters","Non-Adopters"
"7284","Non-Adopters","Non-Adopters"
"7285","Late Majority","High Thresh."
"7286","Early Majority","Very Low Thresh."
"7287","Non-Adopters","Non-Adopters"
"7288","Non-Adopters","Non-Adopters"
"7289","Laggards","High Thresh."
"7290","Non-Adopters","Non-Adopters"
"7291","Non-Adopters","Non-Adopters"
"7292","Laggards","Low Thresh."
"7293","Early Majority","High Thresh."
"7294","Laggards","High Thresh."
"7295","Late Majority","High Thresh."
"7296","Non-Adopters","Non-Adopters"
"7297","Late Majority","Low Thresh."
"7298","Late Majority","High Thresh."
"7299","Non-Adopters","Non-Adopters"
"7300","Late Majority","High Thresh."
"7301","Laggards","Low Thresh."
"7302","Late Majority","High Thresh."
"7303","Non-Adopters","Non-Adopters"
"7304","Late Majority","High Thresh."
"7305","Early Majority","High Thresh."
"7306","Early Majority","High Thresh."
"7307","Early Majority","High Thresh."
"7308","Non-Adopters","Non-Adopters"
"7309","Early Majority","High Thresh."
"7310","Non-Adopters","Non-Adopters"
"7311","Non-Adopters","Non-Adopters"
"7312","Non-Adopters","Non-Adopters"
"7313","Non-Adopters","Non-Adopters"
"7314","Non-Adopters","Non-Adopters"
"7315","Late Majority","High Thresh."
"7316","Non-Adopters","Non-Adopters"
"7317","Late Majority","High Thresh."
